numero_compteur,avg_amperage_per_day,median_amperage_per_day,avg_depense_per_day,jours_observed,records_per_day_avg,zone,type_maison,nombre_personnes,ratio_depense_amperage,niveau_conso,niveau_conso_pred,prob_petit,prob_moyen,prob_grand,confiance
SGJR_10566,14.54109090909091,3.4,0.12408062626262627,165,23.303030303030305,Janrabel,Rezidansyel,4.0,0.008533102985864663,grand,petit,0.9995876,0.00027920277,0.00013326517,0.9995876
SGJR_10567,1.4041176470588237,0.87,0.013457843137254902,17,22.529411764705884,Janrabel,Rezidansyel,4.0,0.009584555222890484,moyen,moyen,0.0005786568,0.9967937,0.0026276682,0.9967937
SGJR_10568,2.863571428571429,1.35,0.023690714285714287,14,10.357142857142858,Janrabel,Rezidansyel,4.0,0.008273135442359095,moyen,moyen,0.00039102003,0.99933213,0.000276862,0.99933213
SGJR_10569,3.4894382022471913,0.87,0.03490719101123596,89,15.584269662921349,Janrabel,Rezidansyel,4.0,0.010003670785386635,moyen,moyen,0.000276421,0.9995365,0.00018709752,0.9995365
SGJR_10570,0.8209756097560976,0.6,0.00871260162601626,41,12.926829268292684,Janrabel,Rezidansyel,4.0,0.010612497511335538,petit,grand,0.00015326502,0.0003058831,0.9995409,0.9995409
SGJR_10571,0.8670967741935484,0.7000000000000001,0.009535483870967741,31,11.387096774193548,Janrabel,Rezidansyel,4.0,0.01099702379684123,petit,grand,0.00014075842,0.00026930048,0.99959,0.99959
SGJR_10572,1.0818811881188117,0.88,0.011447458745874588,101,10.841584158415841,Janrabel,Rezidansyel,4.0,0.010581068291979918,petit,grand,0.00024518016,0.00049530185,0.99925953,0.99925953
SGJR_10574,2.20125,1.425,0.0184375,8,27.75,Janrabel,Rezidansyel,4.0,0.008375922767347678,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
SGJR_10575,15.48,15.48,0.11551,1,47.0,Janrabel,Rezidansyel,4.0,0.007461886304427527,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
SGJR_10576,1.79775,0.9100000000000001,0.018040766666666666,200,13.64,Janrabel,Rezidansyel,4.0,0.010035192132738964,moyen,moyen,0.00018356812,0.9996563,0.00016006561,0.9996563
SGJR_10577,1.3375806451612904,0.8250000000000001,0.012335322580645161,62,9.935483870967742,Janrabel,Rezidansyel,4.0,0.009222115029883382,petit,grand,0.00049632485,0.0014373783,0.99806625,0.99806625
SGJR_10578,5.658888888888888,1.12,0.04884851851851852,9,20.333333333333332,Janrabel,Rezidansyel,4.0,0.008632174879029593,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
SGJR_10579,8.218706896551724,5.01,0.07720295977011495,116,15.491379310344827,Janrabel,Rezidansyel,4.0,0.009393565281311222,grand,petit,0.9995158,0.0003297636,0.000154465,0.9995158
SGJR_10580,1.2186813186813186,0.7999999999999999,0.012021575091575093,91,9.912087912087912,Janrabel,Rezidansyel,4.0,0.009864412375434372,petit,grand,0.0003329336,0.0010033762,0.99866366,0.99866366
SGJR_10581,2.6145,0.4,0.020843,20,10.95,Janrabel,Rezidansyel,4.0,0.00797207878830672,moyen,moyen,0.0004026164,0.9993007,0.0002966276,0.9993007
SGJR_10582,5.509090909090909,1.48,0.06233015151515151,22,29.272727272727273,Janrabel,Rezidansyel,4.0,0.011314053903336833,grand,petit,0.9995466,0.0002566579,0.00019676072,0.9995466
SGJR_10583,0.28,0.28,0.002333333333333333,2,5.0,Janrabel,Rezidansyel,4.0,0.008333333303571427,petit,grand,0.0003243729,0.0004676532,0.99920803,0.99920803
SGJR_10584,8.020387323943662,2.215,0.07981173708920188,284,18.954225352112676,Janrabel,Rezidansyel,4.0,0.009951107578182017,grand,petit,0.9994567,0.00037559686,0.00016774038,0.9994567
SGJR_10585,1.8824,0.64,0.0163448,25,11.6,Janrabel,Rezidansyel,4.0,0.008682957921439142,moyen,moyen,0.00038185078,0.9993368,0.00028132868,0.9993368
SGJR_10586,2.6636206896551724,0.8,0.02795235632183908,58,11.60344827586207,Janrabel,Rezidansyel,4.0,0.010494120435355088,moyen,moyen,0.00017243098,0.9996468,0.00018074352,0.9996468
SGJR_10587,2.364954545454545,1.0899999999999999,0.02322563636363636,220,14.127272727272727,Janrabel,Rezidansyel,4.0,0.009820753806222365,moyen,moyen,0.00018356812,0.9996563,0.00016006561,0.9996563
SGJR_10588,1.1084,0.79,0.011215999999999999,25,16.72,Janrabel,Rezidansyel,4.0,0.010119090571888223,petit,grand,0.00014701812,0.00022755306,0.99962544,0.99962544
SGJR_10589,3.694264705882353,1.3450000000000002,0.0343825,68,14.279411764705882,Janrabel,Rezidansyel,4.0,0.009306994145802813,grand,petit,0.9957261,0.0036714862,0.00060247805,0.9957261
SGJR_10590,9.366666666666667,0.9950000000000001,0.09981574074074075,18,22.61111111111111,Janrabel,Rezidansyel,4.0,0.010656484775453836,grand,petit,0.9995504,0.00025931752,0.00019028575,0.9995504
SGJR_10591,12.413508771929823,1.9700000000000002,0.12068584795321638,57,23.719298245614034,Janrabel,Rezidansyel,4.0,0.00972213820933501,grand,petit,0.99946195,0.0003661986,0.00017190116,0.99946195
SGJR_10592,1.9107407407407409,0.955,0.020243456790123456,54,15.314814814814815,Janrabel,Rezidansyel,4.0,0.010594559663641794,moyen,moyen,0.00015694014,0.9996542,0.000188938,0.9996542
SGJR_10593,0.22833333333333336,0.18,0.0023374999999999997,12,6.75,Janrabel,Rezidansyel,4.0,0.010237226232537693,petit,grand,0.00016249053,0.00024379833,0.9995937,0.9995937
SGJR_10594,5.108810572687225,1.69,0.054924243759177684,227,27.766519823788546,Janrabel,Rezidansyel,4.0,0.010750886721473556,grand,petit,0.9993824,0.0004133869,0.00020427021,0.9993824
SGJR_10595,3.318870967741935,0.525,0.03511962365591398,62,14.516129032258064,Janrabel,Rezidansyel,2.0,0.010581798444917119,moyen,moyen,0.00035420392,0.9993144,0.00033138646,0.9993144
SGJR_10596,2.8338235294117644,1.02,0.026811960784313724,34,16.264705882352942,Janrabel,Rezidansyel,4.0,0.009461408057550377,moyen,moyen,0.00016107835,0.9996997,0.00013920321,0.9996997
SGJR_10597,1.6024489795918366,1.23,0.015318231292517007,49,16.0,Janrabel,Rezidansyel,4.0,0.009559263026807558,moyen,moyen,0.00016783513,0.99966085,0.00017128058,0.99966085
SGJR_10598,0.6536111111111111,0.42000000000000004,0.007010941358024691,216,8.208333333333334,Janrabel,Rezidansyel,4.0,0.010726472099563787,petit,grand,0.00024518085,0.0004924713,0.9992624,0.9992624
SGJR_10599,3.3233333333333333,1.69,0.03366276094276094,99,13.676767676767676,Janrabel,Rezidansyel,4.0,0.010129215927572233,moyen,moyen,0.00027812636,0.99953485,0.0001870972,0.99953485
SGJR_10600,4.983999999999999,2.43,0.042276,15,38.733333333333334,Janrabel,Rezidansyel,4.0,0.008482343497495519,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
SGJR_10601,1.73825,0.485,0.01735325,40,10.125,Janrabel,Rezidansyel,2.0,0.009983172725451935,moyen,moyen,0.00016198622,0.9996772,0.0001608342,0.9996772
SGJR_10602,4.182,1.76,0.041146,5,59.4,Janrabel,Rezidansyel,4.0,0.009838833091860632,grand,petit,0.9995857,0.00025580532,0.00015850553,0.9995857
SGJR_10603,0.8425,0.125,0.008097941176470589,68,9.382352941176471,Janrabel,Rezidansyel,4.0,0.009611799604580166,petit,grand,0.00019792105,0.00030175067,0.9995003,0.9995003
SGJR_10604,0.7670560747663552,0.545,0.007688831775700935,214,8.845794392523365,Janrabel,Rezidansyel,4.0,0.010023819664056672,petit,grand,0.0002585494,0.00058521953,0.99915624,0.99915624
SGJR_10605,1.6199999999999999,1.6199999999999999,0.013693333333333333,2,6.0,Janrabel,Rezidansyel,4.0,0.008452674891901641,moyen,moyen,0.0006803253,0.9980799,0.0012397794,0.9980799
SGJR_10606,2.996,0.6200000000000001,0.023695333333333336,5,10.2,Janrabel,Rezidansyel,4.0,0.007908989761490102,moyen,moyen,0.00039102003,0.99933213,0.000276862,0.99933213
SGJR_10607,2.745740740740741,0.72,0.028022777777777775,108,15.37962962962963,Janrabel,Rezidansyel,4.0,0.010205908136837397,moyen,moyen,0.0001772775,0.99966264,0.00016006663,0.99966264
SGJR_10608,0.654375,0.53,0.005925208333333333,16,5.625,Janrabel,Rezidansyel,4.0,0.009054759616853598,petit,grand,0.0002869389,0.00035642012,0.9993567,0.9993567
SGJR_10610,3.8618214285714285,1.395,0.039589285714285716,280,13.642857142857142,Janrabel,Rezidansyel,4.0,0.010251454251907032,grand,petit,0.99909055,0.000735077,0.00017439724,0.99909055
SGJR_10611,8.136956521739132,2.0300000000000002,0.07881934782608696,46,20.804347826086957,Janrabel,Rezidansyel,4.0,0.009686588296966114,grand,petit,0.9994802,0.00035374847,0.00016605666,0.9994802
SGJR_10612,3.1215962441314553,0.8500000000000001,0.029741768388106417,213,10.896713615023474,Janrabel,Rezidansyel,4.0,0.00952774351727667,moyen,moyen,0.00030643365,0.99953675,0.0001567932,0.99953675
SGJR_10613,12.362830188679245,1.945,0.12237927672955974,106,31.160377358490567,Janrabel,Rezidansyel,4.0,0.009898969317860936,grand,petit,0.9994898,0.00034514553,0.00016502435,0.9994898
SGJR_10614,1.751237113402062,1.1,0.01878721649484536,97,13.876288659793815,Janrabel,Rezidansyel,4.0,0.01072796844033312,moyen,moyen,0.00019464032,0.99959964,0.00020578712,0.99959964
SGJR_10615,7.8525,4.56,0.068746875,16,28.25,Janrabel,Rezidansyel,4.0,0.008754775548073253,grand,petit,0.9996531,0.000208282,0.00013863013,0.9996531
SGJR_10616,2.252095238095238,0.67,0.02319330158730159,105,11.514285714285714,Janrabel,Rezidansyel,4.0,0.010298543855818158,moyen,moyen,0.0001772775,0.99966264,0.00016006663,0.99966264
SGJR_10617,6.097666666666667,2.1,0.06769988888888889,30,22.5,Janrabel,Rezidansyel,4.0,0.011102589331075214,grand,petit,0.9993137,0.0004523148,0.00023397883,0.9993137
SGJR_10618,0.9814285714285714,1.05,0.009115555555555556,21,14.095238095238095,Janrabel,Rezidansyel,4.0,0.009288047863736907,petit,grand,0.00018910131,0.0002540766,0.99955684,0.99955684
SGJR_10619,0.6220000000000001,0.31499999999999995,0.005982333333333333,10,10.5,Janrabel,Rezidansyel,4.0,0.009617899234269185,petit,grand,0.000170394,0.00026669222,0.9995629,0.9995629
SGJR_10620,7.9598,3.08,0.08360443333333334,100,21.28,Janrabel,Rezidansyel,4.0,0.010503333415767984,grand,petit,0.9994236,0.0003985904,0.00017786279,0.9994236
SGJR_10621,4.658333333333333,1.1,0.041021190476190475,42,16.023809523809526,Janrabel,Rezidansyel,4.0,0.00880598006455481,grand,petit,0.99957365,0.00028753816,0.00013882045,0.99957365
SGJR_10622,0.9655128205128205,0.54,0.010172500000000001,156,10.307692307692308,Janrabel,Rezidansyel,4.0,0.010535851801596118,petit,grand,0.00024518353,0.00048145177,0.99927336,0.99927336
SGJR_10623,4.828135593220339,1.01,0.04421163841807909,59,17.983050847457626,Janrabel,Rezidansyel,4.0,0.009157083009641222,grand,petit,0.99964595,0.00022078,0.00013327294,0.99964595
SGJR_10624,0.8333333333333334,0.30000000000000004,0.0083234693877551,147,7.802721088435374,Janrabel,Rezidansyel,4.0,0.009988163253320324,petit,grand,0.0002585494,0.00058521953,0.99915624,0.99915624
SGJR_10625,1.9667567567567565,0.76,0.01642990990990991,37,7.324324324324325,Janrabel,Rezidansyel,4.0,0.008353808799746816,moyen,moyen,0.00029045367,0.99951315,0.00019636517,0.99951315
SGJR_10626,1.2877083333333335,0.9850000000000001,0.014148263888888889,48,12.104166666666666,Janrabel,Rezidansyel,4.0,0.010987164959380078,petit,grand,0.00016167448,0.0006214135,0.9992169,0.9992169
SGJR_10627,0.06,0.06,0.0005433333333333333,2,6.0,Janrabel,Rezidansyel,4.0,0.009055555404629632,petit,grand,0.0002869316,0.00038186775,0.99933124,0.99933124
SGJR_10628,5.992964601769912,3.0250000000000004,0.06002082595870206,226,21.654867256637168,Janrabel,Rezidansyel,4.0,0.01001521449517002,grand,petit,0.9994567,0.00037559686,0.00016774038,0.9994567
SGJR_10630,16.11941176470588,2.54,0.1675335294117647,34,19.5,Janrabel,Rezidansyel,4.0,0.010393278107591558,grand,petit,0.99937207,0.00044065012,0.00018727256,0.99937207
SGJR_10631,1.0046153846153847,0.87,0.011124615384615384,13,15.076923076923077,Janrabel,Rezidansyel,4.0,0.011073506880248421,petit,grand,0.00015954395,0.00022606368,0.99961436,0.99961436
SGJR_10632,1.5078125,0.99,0.013585,32,14.15625,Janrabel,Rezidansyel,4.0,0.009009740926667115,moyen,moyen,0.0005425131,0.9983851,0.0010723685,0.9983851
SGJR_10633,1.0051724137931035,0.635,0.01017183908045977,58,10.189655172413794,Janrabel,Rezidansyel,4.0,0.010119496845278486,petit,grand,0.00015609952,0.00029899637,0.9995449,0.9995449
SGJR_10634,4.23,4.23,0.035250000000000004,2,51.0,Janrabel,Rezidansyel,4.0,0.008333333331363277,grand,petit,0.9987606,0.0010512462,0.0001882334,0.9987606
SGJR_10635,5.573093922651934,1.27,0.05978353591160221,181,14.861878453038674,Janrabel,Rezidansyel,4.0,0.01072717178834612,grand,petit,0.9993824,0.0004133869,0.00020427021,0.9993824
SGJR_10636,0.9422377622377623,0.08,0.009449696969696969,143,9.76923076923077,Janrabel,Rezidansyel,4.0,0.010028994101473359,petit,grand,0.0002585494,0.00058521953,0.99915624,0.99915624
SGJR_10637,3.1562686567164175,1.52,0.03181348258706468,201,14.572139303482587,Janrabel,Rezidansyel,4.0,0.010079459652234406,moyen,moyen,0.00022694514,0.999613,0.00016005867,0.999613
SGJR_10638,0.3377272727272727,0.16999999999999998,0.003358787878787878,22,6.363636363636363,Janrabel,Rezidansyel,4.0,0.009945266906398041,petit,grand,0.00015616108,0.00024892148,0.999595,0.999595
SGJR_10639,3.2222222222222223,2.0100000000000002,0.028714074074074072,9,25.0,Janrabel,Rezidansyel,4.0,0.008911264365050527,moyen,moyen,0.0003839563,0.99935347,0.00026257863,0.99935347
SGJR_10640,2.852075471698113,0.39,0.026560188679245283,53,11.49056603773585,Janrabel,Rezidansyel,4.0,0.009312582690569152,moyen,moyen,0.00019611056,0.9996443,0.00015962619,0.9996443
SGJR_10641,14.738125,9.85,0.15150562499999998,16,22.0625,Janrabel,Rezidansyel,4.0,0.010279843941459319,grand,petit,0.99958473,0.0002541491,0.00016111943,0.99958473
SGJR_10642,2.83890243902439,0.9199999999999999,0.02297178861788618,82,10.597560975609756,Janrabel,Rezidansyel,4.0,0.00809178515401495,moyen,moyen,0.00037265167,0.9994061,0.00022125411,0.9994061
SGJR_10644,2.3503030303030306,1.2600000000000002,0.021787878787878787,33,11.969696969696969,Janrabel,Rezidansyel,4.0,0.009270242389041798,moyen,moyen,0.0002648331,0.9995455,0.00018961962,0.9995455
SGJR_10645,0.5299999999999999,0.29000000000000004,0.004416666666666667,6,12.833333333333334,Janrabel,Rezidansyel,4.0,0.008333333317610065,petit,grand,0.0003243729,0.0004676532,0.99920803,0.99920803
SGJR_10646,1.9470769230769231,1.22,0.020837230769230768,65,16.6,Janrabel,Rezidansyel,4.0,0.01070180151157066,moyen,moyen,0.0002953118,0.9993925,0.00031222423,0.9993925
SGJR_10647,2.1002083333333332,0.5900000000000001,0.020964305555555552,48,22.770833333333332,Janrabel,Rezidansyel,4.0,0.009982012361745164,moyen,moyen,0.0001446991,0.9997116,0.00014367003,0.9997116
SGJR_10648,0.8815384615384616,0.41,0.008612478632478632,39,9.58974358974359,Janrabel,Rezidansyel,4.0,0.009769827407959376,petit,grand,0.00016162515,0.00038318272,0.99945515,0.99945515
SGJR_10649,13.992500000000001,4.46,0.1417313888888889,12,22.083333333333332,Janrabel,Rezidansyel,4.0,0.010129096936127195,grand,petit,0.9995666,0.00027229686,0.00016111652,0.9995666
SGJR_10650,1.5586301369863014,0.9,0.01659739726027397,73,11.780821917808218,Janrabel,Rezidansyel,4.0,0.010648708026214133,moyen,moyen,0.0002953118,0.9993925,0.00031222423,0.9993925
SGJR_10651,2.7110000000000003,1.02,0.026039266666666668,50,13.96,Janrabel,Rezidansyel,4.0,0.009605041186669725,moyen,moyen,0.00015560552,0.9997008,0.00014366847,0.9997008
SGJR_10653,15.018333333333333,5.795,0.16270222222222222,6,26.166666666666668,Janrabel,Rezidansyel,4.0,0.010833573779473221,grand,petit,0.9995254,0.00027783238,0.00019675655,0.9995254
SGJR_10654,3.2014285714285715,1.61,0.035374523809523814,14,26.714285714285715,Janrabel,Rezidansyel,4.0,0.01104960582727887,moyen,moyen,0.00031213844,0.9993819,0.00030597244,0.9993819
SGJR_10655,2.866923076923077,1.35,0.025933076923076923,13,18.615384615384617,Janrabel,Rezidansyel,4.0,0.009045613090485833,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
SGJR_10657,2.1032558139534885,2.11,0.022010542635658915,43,18.093023255813954,Janrabel,Rezidansyel,4.0,0.010464985989422146,moyen,moyen,0.00013973987,0.9997137,0.00014647645,0.9997137
SGJR_10658,1.1163366336633664,0.83,0.011798811881188117,101,10.544554455445544,Janrabel,Rezidansyel,4.0,0.010569223937317143,petit,grand,0.00024968153,0.0005587776,0.9991916,0.9991916
SGJR_10659,8.943461538461538,0.23500000000000001,0.08702794871794871,26,16.346153846153847,Janrabel,Rezidansyel,4.0,0.009730902104733425,grand,petit,0.9994667,0.00036578864,0.00016752735,0.9994667
SGJR_10660,2.6255555555555556,1.2149999999999999,0.021607037037037036,18,18.61111111111111,Janrabel,Rezidansyel,4.0,0.008229510506105278,moyen,moyen,0.0004024092,0.99930096,0.00029662767,0.99930096
SGJR_10661,2.5825,1.73,0.02230583333333333,4,41.5,Janrabel,Rezidansyel,4.0,0.008637302352254028,moyen,moyen,0.00037085192,0.9993666,0.00026258206,0.9993666
SGJR_10662,26.92196261682243,1.4400000000000002,0.2426127725856698,107,19.037383177570092,Janrabel,Rezidansyel,4.0,0.009011704533942832,grand,petit,0.9995876,0.00027920277,0.00013326517,0.9995876
SGJR_10664,19.028750000000002,1.2200000000000002,0.20773125,16,10.625,Janrabel,Rezidansyel,4.0,0.010916704985302937,grand,petit,0.99954385,0.00025931583,0.00019676019,0.99954385
SGJR_10665,19.333333333333332,2.4299999999999997,0.1517911111111111,3,27.0,Janrabel,Rezidansyel,4.0,0.007851264367409991,grand,petit,0.9996382,0.00022315526,0.00013862806,0.9996382
SGJR_10666,1.272142857142857,0.6,0.012415666666666667,70,15.771428571428572,Janrabel,Rezidansyel,4.0,0.00975964813007851,petit,grand,0.00029831243,0.0006240154,0.9990777,0.9990777
SGJR_10667,0.7658333333333335,0.66,0.007240277777777779,12,11.666666666666666,Janrabel,Rezidansyel,4.0,0.009454116781271374,petit,grand,0.00018760242,0.00027221953,0.9995402,0.9995402
SGJR_10669,4.255671641791045,1.55,0.03587059701492537,67,12.626865671641792,Janrabel,Rezidansyel,4.0,0.008428892082331793,grand,petit,0.9989513,0.00088276225,0.00016587212,0.9989513
SGJR_10670,2.5450000000000004,2.5450000000000004,0.02969166666666667,2,29.0,Janrabel,Rezidansyel,4.0,0.011666666662082513,moyen,moyen,0.00031084346,0.9994168,0.00027239267,0.9994168
SGJR_10671,8.801052631578948,2.96,0.0912078947368421,19,43.526315789473685,Janrabel,Rezidansyel,4.0,0.010363293863192784,grand,petit,0.9995796,0.0002593251,0.0001611186,0.9995796
SGJR_10672,1.7023684210526315,0.675,0.015017807017543862,38,15.263157894736842,Janrabel,Rezidansyel,4.0,0.008821713809420956,moyen,moyen,0.0002869863,0.99936444,0.00034858895,0.99936444
SGJR_10673,4.531428571428571,1.23,0.04154269841269841,21,20.523809523809526,Janrabel,Rezidansyel,4.0,0.00916768249762658,grand,petit,0.9996531,0.000208282,0.00013863013,0.9996531
SGJR_10674,26.16,26.16,0.30104000000000003,1,13.0,Janrabel,Rezidansyel,4.0,0.011507645259498944,grand,petit,0.9995302,0.00027164293,0.00019823544,0.9995302
SGJR_10675,2.3110769230769233,0.46,0.021637965811965813,195,8.36923076923077,Janrabel,Rezidansyel,4.0,0.009362719858668626,moyen,moyen,0.00021292419,0.9996302,0.00015680787,0.9996302
SGJR_10676,1.713888888888889,1.575,0.017823703703703703,18,21.055555555555557,Janrabel,Rezidansyel,4.0,0.010399567795120726,moyen,moyen,0.00021227438,0.99956924,0.00021845469,0.99956924
SGJR_10677,1.58,0.9099999999999999,0.01391972222222222,36,14.444444444444445,Janrabel,Rezidansyel,4.0,0.008809950767982449,moyen,moyen,0.00051728444,0.9985826,0.0009000786,0.9985826
SGJR_10678,0.172,0.14,0.0014906666666666666,10,14.8,Janrabel,Rezidansyel,4.0,0.008666666616279071,petit,grand,0.0003188896,0.00042439922,0.9992567,0.9992567
SGJR_10679,1.713846153846154,1.05,0.016266153846153843,39,11.974358974358974,Janrabel,Rezidansyel,4.0,0.00949102333377992,moyen,moyen,0.00016784026,0.9996915,0.00014074694,0.9996915
SGJR_10680,1.5748214285714286,0.925,0.01659827380952381,56,11.285714285714286,Janrabel,Rezidansyel,4.0,0.010539781525605006,moyen,moyen,0.00015694014,0.9996542,0.000188938,0.9996542
SGJR_10681,3.737872340425532,1.08,0.03552475177304965,94,12.46808510638298,Janrabel,Rezidansyel,4.0,0.009504003488653491,grand,petit,0.99211544,0.0071422905,0.0007422155,0.99211544
SGJR_10682,3.639178082191781,1.28,0.03588826484018265,73,16.643835616438356,Janrabel,Rezidansyel,4.0,0.009861640189013903,grand,petit,0.99168116,0.007394928,0.0009239839,0.99168116
SGJR_10683,1.1185858585858586,0.73,0.011903232323232324,99,12.494949494949495,Janrabel,Rezidansyel,4.0,0.010641322006018685,petit,grand,0.00024968863,0.0005302722,0.99922,0.99922
SGJR_10684,0.659047619047619,0.56,0.0064022222222222215,21,9.857142857142858,Janrabel,Rezidansyel,4.0,0.009714354513198355,petit,grand,0.00015616108,0.00024892148,0.999595,0.999595
SGJR_10685,3.506,0.62,0.03612877192982456,95,7.126315789473685,Janrabel,Rezidansyel,4.0,0.010304840821311957,moyen,moyen,0.00030232724,0.999498,0.00019961964,0.999498
SGJR_10686,3.0642105263157893,1.56,0.03272736842105264,19,16.894736842105264,Janrabel,Rezidansyel,4.0,0.010680522153848682,moyen,moyen,0.00029701827,0.99941325,0.00028973856,0.99941325
SGJR_10687,5.285714285714286,3.45,0.05429940476190476,28,9.678571428571429,Janrabel,Rezidansyel,4.0,0.010272860358416845,grand,petit,0.99939156,0.00042611046,0.00018228368,0.99939156
SGJR_10689,3.0066442953020136,0.97,0.02894738255033557,149,16.879194630872483,Janrabel,Rezidansyel,4.0,0.009627804188855681,moyen,moyen,0.00020438024,0.9996356,0.00016006229,0.9996356
SGJR_10690,3.270666666666666,0.56,0.03214666666666667,15,6.666666666666667,Janrabel,Rezidansyel,4.0,0.009828781081381337,moyen,moyen,0.00026951084,0.99952865,0.00020189857,0.99952865
SGJR_10691,1.1579674796747967,0.71,0.01228149051490515,123,13.121951219512194,Janrabel,Rezidansyel,4.0,0.010606075489916354,petit,grand,0.00024968325,0.0005518053,0.9991985,0.9991985
SGJR_10692,2.203611111111111,1.58,0.024200648148148148,72,15.847222222222221,Janrabel,Rezidansyel,4.0,0.010982268157544078,moyen,moyen,0.0002858004,0.9994017,0.0003124514,0.9994017
SGJR_10693,1.0569696969696971,0.54,0.009831565656565656,132,8.037878787878787,Janrabel,Rezidansyel,4.0,0.009301653278661469,petit,grand,0.0003153573,0.00061556057,0.99906915,0.99906915
SGJR_10695,5.6604716981132075,2.505,0.055293553459119495,106,17.00943396226415,Janrabel,Rezidansyel,4.0,0.0097683649699692,grand,petit,0.9994898,0.00034514553,0.00016502435,0.9994898
SGJR_10696,0.73375,0.5249999999999999,0.007000416666666667,8,9.375,Janrabel,Rezidansyel,4.0,0.009540601917718657,petit,grand,0.00018760242,0.00027221953,0.9995402,0.9995402
SGJR_10698,6.968333333333333,4.115,0.06684203703703703,18,20.22222222222222,Janrabel,Rezidansyel,4.0,0.009592255971410397,grand,petit,0.99961394,0.00023392348,0.00015214276,0.99961394
SGJR_10701,0.02,0.02,0.0002333333333333333,2,3.0,Janrabel,Rezidansyel,4.0,0.011666666083333362,petit,grand,0.00016622807,0.00023553468,0.9995982,0.9995982
SGJR_10704,2.965,2.965,0.03175833333333333,2,40.0,Janrabel,Rezidansyel,4.0,0.010711073633262146,moyen,moyen,0.00028861093,0.99944097,0.00027043102,0.99944097
SGJR_10705,0.9254716981132076,0.56,0.009526163522012578,53,8.735849056603774,Janrabel,Rezidansyel,4.0,0.010293306139064656,petit,grand,0.00015609027,0.00035811224,0.99948573,0.99948573
SGJR_10706,4.107803738317757,1.355,0.039183582554517135,214,19.285046728971963,Janrabel,Rezidansyel,4.0,0.009538815639966511,grand,petit,0.9980856,0.0015747866,0.00033958815,0.9980856
SGJR_10707,1.5614285714285716,0.8200000000000001,0.016207278911564624,49,14.16326530612245,Janrabel,Rezidansyel,4.0,0.010379776057483433,moyen,moyen,0.00013974028,0.9997166,0.00014367074,0.9997166
SGJR_10708,1.91175,1.3399999999999999,0.018891083333333333,40,12.175,Janrabel,Rezidansyel,4.0,0.009881565750465157,moyen,moyen,0.0001446991,0.9997116,0.00014367003,0.9997116
SGJR_10709,2.44258064516129,0.8300000000000001,0.021083655913978497,31,15.774193548387096,Janrabel,Rezidansyel,4.0,0.008631713326277738,moyen,moyen,0.00027546688,0.99952734,0.00019723336,0.99952734
SGJR_10710,1.0778260869565217,0.6000000000000001,0.010763478260869565,23,17.08695652173913,Janrabel,Rezidansyel,4.0,0.009986284782989732,petit,grand,0.00015616222,0.00024154306,0.99960226,0.99960226
SGJR_10711,3.4718750000000003,0.81,0.034610868055555556,96,15.875,Janrabel,Rezidansyel,4.0,0.00996892688981793,moyen,moyen,0.000276421,0.9995365,0.00018709752,0.9995365
SGJR_10712,6.181034482758621,2.265,0.06474281609195402,58,19.74137931034483,Janrabel,Rezidansyel,4.0,0.01047443049574844,grand,petit,0.9994931,0.00032901636,0.00017787516,0.9994931
SGJR_10713,19.471176470588233,4.96,0.15724254901960785,17,35.705882352941174,Janrabel,Rezidansyel,4.0,0.008075657331186512,grand,petit,0.9996531,0.000208282,0.00013863013,0.9996531
SGJR_10715,7.034492753623189,0.97,0.06781917874396134,69,21.246376811594203,Janrabel,Rezidansyel,4.0,0.009640947984400072,grand,petit,0.9995882,0.00025239427,0.00015942659,0.9995882
SGJR_10716,1.155,0.36,0.010314,10,33.5,Janrabel,Rezidansyel,4.0,0.00892987012213864,petit,grand,0.00029714603,0.0003954614,0.9993074,0.9993074
SGJR_10717,0.560677966101695,0.42000000000000004,0.005619378531073447,59,7.898305084745763,Janrabel,Rezidansyel,4.0,0.010022470760036505,petit,grand,0.00017701871,0.0002974003,0.99952555,0.99952555
SGJR_10718,7.6855,2.535,0.07132116666666667,20,25.5,Janrabel,Rezidansyel,4.0,0.009279964433984348,grand,petit,0.9996495,0.00021112483,0.00013932053,0.9996495
SGJR_10719,4.6537037037037035,1.3800000000000001,0.037925925925925925,27,14.333333333333334,Janrabel,Rezidansyel,4.0,0.008149621964026743,grand,petit,0.9990343,0.0007672209,0.00019845556,0.9990343
SGJR_10720,1.092191780821918,0.49000000000000005,0.011854383561643835,73,13.780821917808218,Janrabel,Rezidansyel,4.0,0.010853756418006717,petit,grand,0.00017773814,0.00026531037,0.99955696,0.99955696
SGJR_10721,4.705,2.75,0.043691111111111104,6,30.0,Janrabel,Rezidansyel,4.0,0.009286102253310308,grand,petit,0.99959725,0.0002506271,0.00015214022,0.99959725
SGJR_10722,0.9400000000000001,0.9400000000000001,0.009146666666666666,1,52.0,Janrabel,Rezidansyel,4.0,0.009730496443549116,petit,grand,0.0001624868,0.00026669432,0.9995708,0.9995708
